empresa,nicho,cidade,telefone,email,site,linkedin,instagram,google_maps_url,status
"Foco 4 - Cenografia e Eventos","cenografia para eventos","Vila Reg. Feijó, São Paulo - SP, 03333-000","01136286640","atendimento@foco4.com.br","http://www.foco4.com.br/","","https://www.instagram.com/foco4cenografia","https://www.google.com.br/maps/place/Foco+4+-+Cenografia+e+Eventos/data=!4m7!3m6!1s0x94ce5a26efbff8df:0x39a88494b979cd5c!8m2!3d-23.5542171!4d-46.5746797!16s%2Fg%2F1tfnzqvc!19sChIJ3_i_7yZazpQRXM15uZSEqDk?authuser=0&hl=pt-BR&rclk=1","generic_email"
"M2C Cenografia","cenografia para eventos","Rua Domenico Fontana, 340 - Parque Maria Helena, São Paulo - SP, 05854-080","01138538525","","http://www.mtwoc.com/","","","https://www.google.com.br/maps/place/M2C+Cenografia/data=!4m7!3m6!1s0x94ce5111572de03d:0x7046d2d2d73acabc!8m2!3d-23.66192!4d-46.7608989!16s%2Fg%2F11bwq631rm!19sChIJPeAtVxFRzpQRvMo619LSRnA?authuser=0&hl=pt-BR&rclk=1","extracted"
"Skena Cenografia e Projetos Especiais","cenografia para eventos","R. Macembu, 1664 - Taquara, Rio de Janeiro - RJ, 22710-245","02124969876","atendimento@skena.com.br","http://skena.com.br/","","","https://www.google.com.br/maps/place/Skena+Cenografia+e+Projetos+Especiais/data=!4m7!3m6!1s0x9bd96e9b53b14d:0xade9d3ea0bfd8873!8m2!3d-22.9298467!4d-43.3800208!16s%2Fg%2F11llz06ng4!19sChIJTbFTm27ZmwARc4j9C-rT6a0?authuser=0&hl=pt-BR&rclk=1","generic_email"
"MULTIações Trade Marketing | Arquitetura | Cenografia | Produção de Eventos","cenografia para eventos","R. do Bonfim, 212 - Imperial de São Cristóvão, Rio de Janeiro - RJ, 20930-450","021988386742","email@email.com","https://www.multiacoes.com.br/","","","https://www.google.com.br/maps/place/MULTIa%C3%A7%C3%B5es+Trade+Marketing+%7C+Arquitetura+%7C+Cenografia+%7C+Produ%C3%A7%C3%A3o+de+Eventos/data=!4m7!3m6!1s0x9bd9d4dfcb23a7:0x33323445bf4ca30a!8m2!3d-22.889932!4d-43.2215579!16s%2Fg%2F11nnlrwkk8!19sChIJpyPL39TZmwARCqNMv0U0MjM?authuser=0&hl=pt-BR&rclk=1","new"
"Reativa Cenografia","cenografia para eventos","R. da Farinha, 1055 - Penha Circular, Rio de Janeiro - RJ, 21011-040","02125841249","","https://www.instagram.com/reativa___cenografia?igsh=MW9kMjlsdjJzZDc0NA==","","","https://www.google.com.br/maps/place/Reativa+Cenografia/data=!4m7!3m6!1s0x997bff25c95555:0xc05b404fe67edb8e!8m2!3d-22.8151802!4d-43.273584!16s%2Fg%2F11h598vpd2!19sChIJVVXJJf97mQARjtt-5k9AW8A?authuser=0&hl=pt-BR&rclk=1","extracted"
"Multicenografia Eventos","cenografia para eventos","Av. Gaspar de Lemos, 31 - Ilha de Guaratiba, Rio de Janeiro - RJ, 23020-110","021996364855","contato@multicenografia.com.br","http://www.multicenografia.com.br/","","","https://www.google.com.br/maps/place/Multicenografia+Eventos/data=!4m7!3m6!1s0x9be9a06586decf:0x80fb19426ac7914c!8m2!3d-22.9895163!4d-43.5527213!16s%2Fg%2F11hdlnwzm1!19sChIJz96GZaDpmwARTJHHakIZ-4A?authuser=0&hl=pt-BR&rclk=1","generic_email"
"LEY CENOGRAFIA","cenografia para eventos","R. das Araras Claras, 45 - Jacarepaguá, Rio de Janeiro - RJ, 22713-560","021971294759","leycenografia@terra.com.br","https://www.leycenografia.com.br/","","https://www.instagram.com/leycenografia","https://www.google.com.br/maps/place/LEY+CENOGRAFIA/data=!4m7!3m6!1s0x9bd92378f63beb:0x3f7842726d83198e!8m2!3d-22.9347441!4d-43.3923967!16s%2Fg%2F11c6ldgh3j!19sChIJ6zv2eCPZmwARjhmDbXJCeD8?authuser=0&hl=pt-BR&rclk=1","new"
"LXR Cenografia e Eventos","cenografia para eventos","Praça Filomena Del Cima, 90 - Campo Grande, Rio de Janeiro - RJ, 23013-700","021964527941","","https://instagram.com/lxrcenografia","","","https://www.google.com.br/maps/place/LXR+Cenografia+e+Eventos/data=!4m7!3m6!1s0x9be183f9b3e411:0xf220f55198622dcf!8m2!3d-22.9017275!4d-43.5440423!16s%2Fg%2F11s5k7lssb!19sChIJEeSz-YPhmwARzy1imFH1IPI?authuser=0&hl=pt-BR&rclk=1","extracted"
"Limento Criação e Produção","cenografia para eventos","R. Alm. Tamandaré, 77 - Flamengo, Rio de Janeiro - RJ, 22210-060","021999701788","projetos@limento.com.br","https://limento.com.br/","","","https://www.google.com.br/maps/place/Limento+Cria%C3%A7%C3%A3o+e+Produ%C3%A7%C3%A3o/data=!4m7!3m6!1s0x88aa66aeaf78dde5:0xb0623fc7e3bdc704!8m2!3d-22.9322858!4d-43.1771796!16s%2Fg%2F11xnn8jt6l!19sChIJ5d14r65mqogRBMe948c_YrA?authuser=0&hl=pt-BR&rclk=1","new"
"Adding - Eventos, Cenografia, Obras e Estruturas","cenografia para eventos","R. Justino de Souza, 83 - Imperial de São Cristóvão, Rio de Janeiro - RJ, 20920-030","02135476460","","http://www.adding.com.br/","","","https://www.google.com.br/maps/place/Adding+-+Eventos,+Cenografia,+Obras+e+Estruturas/data=!4m7!3m6!1s0x997f21f80ab8c3:0xbe2f05e150062090!8m2!3d-22.8973912!4d-43.2300845!16s%2Fg%2F11j6f69_r0!19sChIJw7gK-CF_mQARkCAGUOEFL74?authuser=0&hl=pt-BR&rclk=1","extracted"
"Modearty Stand Cenografia e Eventos","cenografia para eventos","Rua 01 chácara, 03 - conjunto A lote 16 - Taguatinga, Brasília - DF, 72127-991","061999011398","","https://www.instagram.com/modeartyplanejados?igsh=bHdwOGhkNmh4eGFr","","","https://www.google.com.br/maps/place/Modearty+Stand+Cenografia+e+Eventos/data=!4m7!3m6!1s0x935a3514a01d64ab:0xa857980c4b531259!8m2!3d-15.7576366!4d-48.0439402!16s%2Fg%2F11yvgf6q9k!19sChIJq2QdoBQ1WpMRWRJTSwyYV6g?authuser=0&hl=pt-BR&rclk=1","extracted"
"Mobicom - Stands, Cenografia e Eventos em Brasília - DF","cenografia para eventos","Ed. Victoria Office Tower - Setor de Autarquias Sul Q. 4 Bloco A, Sala 114 - Asa Sul, Brasília - DF, 70070-938","06132011210","contato@mobicomestruturas.com.br","https://mobicomestruturas.com.br/","https://www.linkedin.com/company/mobicom-estruturas","https://www.instagram.com/mobicom.estruturas","https://www.google.com.br/maps/place/Mobicom+-+Stands,+Cenografia+e+Eventos+em+Bras%C3%ADlia+-+DF/data=!4m7!3m6!1s0x935a3352821721d9:0xf44643d240775e88!8m2!3d-15.8030693!4d-47.881992!16s%2Fg%2F11x_cz4qb6!19sChIJ2SEXglIzWpMRiF53QNJDRvQ?authuser=0&hl=pt-BR&rclk=1","generic_email"
"g3 cenografia e eventos","cenografia para eventos","rua 01 chacara 3 a lote 16, Col. Agrícola 26 de Setembro, Brasília - DF, 72127-991","061994555780","","","","","https://www.google.com.br/maps/place/g3+cenografia+e+eventos/data=!4m7!3m6!1s0x935a35e1bd01e325:0x7205696494eb6921!8m2!3d-15.75764!4d-48.043936!16s%2Fg%2F11spxyhrrs!19sChIJJeMBveE1WpMRIWnrlGRpBXI?authuser=0&hl=pt-BR&rclk=1","extracted"
"Sucessus Cenografia e Eventos","cenografia para eventos","Quadra 28, SN - Lote 38 - Vila Montes Claros, Santo Antônio do Descoberto - GO, 72906-674","061991373703","comercial@sucessuscenografia.com.br","https://www.sucessuscenografia.com.br/","","","https://www.google.com.br/maps/place/Sucessus+Cenografia+e+Eventos/data=!4m7!3m6!1s0x935bdb5f4e7ecf6d:0xd66505713a37591a!8m2!3d-15.9561033!4d-48.2672081!16s%2Fg%2F11vcgs2pnk!19sChIJbc9-Tl_bW5MRGlk3OnEFZdY?authuser=0&hl=pt-BR&rclk=1","generic_email"
"Montadora Estilo Eventos","cenografia para eventos","St. Hab. Vicente Pires - Vicente Pires, Brasília - DF","061984529472","comercial@estiloeventos.com.br","https://www.instagram.com/estiloeventosoficial?igsh=MWRtNGloemFtbnNzbw%3D%3D&utm_source=qr","","","https://www.google.com.br/maps/place/Montadora+Estilo+Eventos/data=!4m7!3m6!1s0x935a30672d16d663:0x115b1deb65eb193!8m2!3d-15.8059413!4d-48.0078476!16s%2Fg%2F1thqbyjq!19sChIJY9YWLWcwWpMRk7Fett6xFQE?authuser=0&hl=pt-BR&rclk=1","generic_email"
"Earth Art Cenografia e Bioconstrução","cenografia para eventos","Asa Norte Superquadra Norte 304 - Plano Piloto, Brasília - DF, 70736-080","061983231627","earthart.cenografiaoficial@gmail.com","https://earthartcenografia.wixsite.com/earthart","","","https://www.google.com.br/maps/place/Earth+Art+Cenografia+e+Bioconstru%C3%A7%C3%A3o/data=!4m7!3m6!1s0x935a3bfc49ab5b37:0x8d8554bef47aab1d!8m2!3d-15.7767952!4d-47.8847886!16s%2Fg%2F11tmqcqptb!19sChIJN1urSfw7WpMRHat69L5UhY0?authuser=0&hl=pt-BR&rclk=1","new"
"TERRACOTA CENOGRAFIA","cenografia para eventos","Setor Comercial Norte Q 3 Q SALA - Asa Norte, Brasília - DF, 70714-020","061999357190","","https://www.instagram.com/terracota_cenografia?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==","","","https://www.google.com.br/maps/place/TERRACOTA+CENOGRAFIA/data=!4m7!3m6!1s0x935a3b68f7967f0f:0x93be531d7bc59533!8m2!3d-15.7879902!4d-47.8862199!16s%2Fg%2F11x_c1xngd!19sChIJD3-W92g7WpMRM5XFex1TvpM?authuser=0&hl=pt-BR&rclk=1","extracted"
"DESIGN STAND E EVENTOS","cenografia para eventos","STRC4/Sul, Bl F, Lt 11, Centro de Vivência - SIA, Brasília - DF, 71225-540","06135411413","designstandcomercial@gmail.com","https://sites.google.com/view/designstandeventos","","https://www.instagram.com/url","https://www.google.com.br/maps/place/DESIGN+STAND+E+EVENTOS/data=!4m7!3m6!1s0x935a33a70e7f1eed:0xd3de7ad2cfd1b3f!8m2!3d-15.7911784!4d-47.9887131!16s%2Fg%2F11j5crzc3k!19sChIJ7R5_DqczWpMRPxv9LK3nPQ0?authuser=0&hl=pt-BR&rclk=1","new"
"Rudher Som e Iluminação","cenografia para eventos","Av. Brasília, 6810 - Novo Mundo, Curitiba - PR, 81020-010","041988489489","atendimento@rudhersomeluz.com.br","http://www.rudhersomeluz.com.br/","","https://www.instagram.com/rudhersomeluz","https://www.google.com.br/maps/place/Rudher+Som+e+Ilumina%C3%A7%C3%A3o/data=!4m7!3m6!1s0x94dcfb2bce237eb9:0x4cdec4f74b87d825!8m2!3d-25.49562!4d-49.276991!16s%2Fg%2F11m770vqxc!19sChIJuX4jziv73JQRJdiHS_fE3kw?authuser=0&hl=pt-BR&rclk=1","generic_email"
"Gnade eventos","cenografia para eventos","R. Afonso Fruet, 45 - Fazendinha, Curitiba - PR, 81320-020","041991772841","comercial@gnadeeventos.com.br","https://www.gnadeeventos.com.br/","","https://www.instagram.com/gnade.eventos","https://www.google.com.br/maps/place/Gnade+eventos/data=!4m7!3m6!1s0x94dce36a2feeade9:0xf136bbf666e15591!8m2!3d-25.47753!4d-49.313855!16s%2Fg%2F11fp3yh45y!19sChIJ6a3uL2rj3JQRkVXhZva7NvE?authuser=0&hl=pt-BR&rclk=1","generic_email"
"The Maine Produções","cenografia para eventos","Estr. Delegado Bruno de Almeida, 9365 - Caximba, Curitiba - PR, 81495-000","041996369103","","http://www.themaineproducoes.com.br/","","","https://www.google.com.br/maps/place/The+Maine+Produ%C3%A7%C3%B5es/data=!4m7!3m6!1s0x94dcfbeb6296a74f:0xb8026d7eaf4446bd!8m2!3d-25.6300807!4d-49.3513151!16s%2Fg%2F11rc0gvy9z!19sChIJT6eWYuv73JQRvUZEr35tArg?authuser=0&hl=pt-BR&rclk=1","extracted"
"Gnade eventos","cenografia para eventos","R. Afonso Fruet, 45 - Fazendinha, Curitiba - PR, 81320-020","041991772841","comercial@gnadeeventos.com.br","https://www.gnadeeventos.com.br/","","https://www.instagram.com/gnade.eventos","https://www.google.com.br/maps/place/Gnade+eventos/data=!4m7!3m6!1s0x94dce36a2feeade9:0xf136bbf666e15591!8m2!3d-25.4775297!4d-49.313855!16s%2Fg%2F11fp3yh45y!19sChIJ6a3uL2rj3JQRkVXhZva7NvE?authuser=0&hl=pt-BR&rclk=1","generic_email"
"Cia5 Comunicação & Eventos","cenografia para eventos","R. Nilo Peçanha, 2385 - São Francisco, Curitiba - PR, 82120-440","041999739358","cia5@cia5.com.br","http://www.cia5.com.br/","https://www.linkedin.com/company/cia5comunicacao","https://www.instagram.com/cia5comunicacao","https://www.google.com.br/maps/place/Cia5+Comunica%C3%A7%C3%A3o+%26+Eventos/data=!4m7!3m6!1s0x94dce6b03de81447:0xdeee5a978d1dd9b9!8m2!3d-25.3998751!4d-49.2744648!16s%2Fg%2F1ptvqz39m!19sChIJRxToPbDm3JQRudkdjZda7t4?authuser=0&hl=pt-BR&rclk=1","new"
"Zauri Junior Cenografia e Eventos","cenografia para eventos","R. Eduardo Sprada, 8377 - Augusta, Curitiba - PR, 81330-200","041991336164","","https://www.instagram.com/zaurijunior","","","https://www.google.com.br/maps/place/Zauri+Junior+Cenografia+e+Eventos/data=!4m7!3m6!1s0x94dd1d31beddb1e9:0x95d18faa9ca4a538!8m2!3d-25.45409!4d-49.3802993!16s%2Fg%2F11gxr3xysm!19sChIJ6bHdvjEd3ZQROKWknKqP0ZU?authuser=0&hl=pt-BR&rclk=1","extracted"
"Treasy Cenografia & Stands","cenografia para eventos","R. Pitangueira, 95 - Eucaliptos, Fazenda Rio Grande - PR, 83820-047","041999984301","","https://treasyceno.com.br/","","","https://www.google.com.br/maps/place/Treasy+Cenografia+%26+Stands/data=!4m7!3m6!1s0x94dcf7f72cac329b:0xc3472592ea6c3446!8m2!3d-25.6481063!4d-49.3088828!16s%2Fg%2F11k6zwnymq!19sChIJmzKsLPf33JQRRjRs6pIlR8M?authuser=0&hl=pt-BR&rclk=1","extracted"
"Lynx Stands e Cenografia","cenografia para eventos","Av. Sete de Setembro, 5388 - Batel, Curitiba - PR, 80240-000","04130233911","","http://www.lynxstands.com.br/","","","https://www.google.com.br/maps/place/Lynx+Stands+e+Cenografia/data=!4m7!3m6!1s0x94dce386c1b449a5:0xe0da578f72a00d81!8m2!3d-25.446197!4d-49.28999!16s%2Fg%2F11h1lyntx!19sChIJpUm0wYbj3JQRgQ2gco9X2uA?authuser=0&hl=pt-BR&rclk=1","extracted"
"Âmbar Eventos e Produções Cenográficas","cenografia para eventos","Rua Frei Orlando, 640 - Alto Caiçaras, Belo Horizonte - MG, 31230-120","03138898835","contato@ambarcenografia.com.br","https://ambarcenografia.com.br/","https://www.linkedin.com/company/ambarcenografia","https://www.instagram.com/ambarcenografia","https://www.google.com.br/maps/place/%C3%82mbar+Eventos+e+Produ%C3%A7%C3%B5es+Cenogr%C3%A1ficas/data=!4m7!3m6!1s0xa6906848bf0083:0xe91d44deff812331!8m2!3d-19.9042662!4d-43.9627616!16s%2Fg%2F11h0znt65!19sChIJgwC_SGiQpgARMSOB_95EHek?authuser=0&hl=pt-BR&rclk=1","generic_email"
"JChaves Stands e Cenografia","cenografia para eventos","R. Bimbarra, 12 - Galpão - Carlos Prates, Belo Horizonte - MG, 30411-400","03134188698","","https://www.jchavespromocoes.com.br/","","https://www.instagram.com/jchavesstandsecenografia","https://www.google.com.br/maps/place/JChaves+Stands+e+Cenografia/data=!4m7!3m6!1s0xa69130ab47bc2f:0xbf015acb2f334ee!8m2!3d-19.9255353!4d-43.9746439!16s%2Fg%2F11b5s2fy7z!19sChIJL7xHqzCRpgAR7jTzsqwV8As?authuser=0&hl=pt-BR&rclk=1","extracted"
"Vista Eventos e Montagens Promocionais","cenografia para eventos","R. Nair Camilo dos Reis, 791 - Vale do Jatoba, Belo Horizonte - MG, 30664-002","03134244063","comercial@vistaeventos.com","http://vistaeventos.com.br/","","https://www.instagram.com/vistaeventos_","https://www.google.com.br/maps/place/Vista+Eventos+e+Montagens+Promocionais/data=!4m7!3m6!1s0xa6be8b59ede7c1:0x23fc9781be549196!8m2!3d-19.9987077!4d-44.0415581!16s%2Fg%2F1ptz2qbgz!19sChIJweftWYu-pgARlpFUvoGX_CM?authuser=0&hl=pt-BR&rclk=1","generic_email"
"Onix Cenografia e Stands","cenografia para eventos","R. Itapetinga, 1957 - Cachoeirinha, Belo Horizonte - MG, 31150-078","03125383211","","","","","https://www.google.com.br/maps/place/Onix+Cenografia+e+Stands/data=!4m7!3m6!1s0xa691e3a94e6635:0x7891c21ca3c31797!8m2!3d-19.8840958!4d-43.9485402!16s%2Fg%2F11h_1138mv!19sChIJNWZOqeORpgARlxfDoxzCkXg?authuser=0&hl=pt-BR&rclk=1","extracted"
"Grupo CM BH - Montadora de estandes, eventos corporativos e sociais","cenografia para eventos","R. Serro, 554 - Bonfim, Belo Horizonte - MG, 31210-100","031984223713","comercial@floralwhite-raven-976344.hostingersite.com","http://www.grupocmbh.com.br/","","","https://www.google.com.br/maps/place/Grupo+CM+BH+-+Montadora+de+estandes,+eventos+corporativos+e+sociais/data=!4m7!3m6!1s0xa69753bc5174db:0x1e508d24bbb68c31!8m2!3d-19.9101862!4d-43.9497814!16s%2Fg%2F1ptxw2b55!19sChIJ23RRvFOXpgARMYy2uySNUB4?authuser=0&hl=pt-BR&rclk=1","generic_email"
"Opção Stand","cenografia para eventos","Rua Virgolino Motta, 71 - Itaipu, Belo Horizonte - MG, 30692-605","03133832944","opcao@opcaostand.com.br","http://www.opcaostand.com.br/","","https://www.instagram.com/opcaostand","https://www.google.com.br/maps/place/Op%C3%A7%C3%A3o+Stand/data=!4m7!3m6!1s0xa696208c9ed3f5:0x5d7b7f308c90026d!8m2!3d-19.9940738!4d-44.0488631!16s%2Fg%2F1td1fnck!19sChIJ9dOejCCWpgARbQKQjDB_e10?authuser=0&hl=pt-BR&rclk=1","new"
"Grupo garra stands cenografia","cenografia para eventos","R. Vesta, 263 - Alto dos Pinheiros, Belo Horizonte - MG, 30530-500","03130248867","ajax-loader@2x.gif","http://www.garradesign.com.br/","","https://www.instagram.com/garra.design","https://www.google.com.br/maps/place/Grupo+garra+stands+cenografia/data=!4m7!3m6!1s0xa697b5f9c77029:0xeb9f1b60665234f2!8m2!3d-19.9339724!4d-44.0000244!16s%2Fg%2F11j024qrml!19sChIJKXDH-bWXpgAR8jRSZmAbn-s?authuser=0&hl=pt-BR&rclk=1","new"
"Design Company Stands Eventos","cenografia para eventos","Rua Nínive, 178 A - Glória, Belo Horizonte - MG, 30880-190","031991549647","","","","","https://www.google.com.br/maps/place/Design+Company+Stands+Eventos/data=!4m7!3m6!1s0xa696af840d6433:0xe5a16cd8e1991d07!8m2!3d-19.8967712!4d-44.0123719!16s%2Fg%2F1tr8mttl!19sChIJM2QNhK-WpgARBx2Z4dhsoeU?authuser=0&hl=pt-BR&rclk=1","extracted"
"Cosy Casa Mirante","casa de eventos corporativos","Av. Morumbi, 5299 - Morumbi, São Paulo - SP, 05650-001","01126130315","","https://cosy.com.br/","https://www.linkedin.com/company/cosy.workshops","https://www.instagram.com/cosy_eventos","https://www.google.com.br/maps/place/Cosy+Casa+Mirante/data=!4m7!3m6!1s0x94ce56d6ea29eee7:0xdc9767755c85c7b3!8m2!3d-23.610477!4d-46.7127665!16s%2Fg%2F11c594g6pg!19sChIJ5-4p6tZWzpQRs8eFXHVnl9w?authuser=0&hl=pt-BR&rclk=1","extracted"
"Casa Gaya Eventos","casa de eventos corporativos","R. Eugênio de Medeiros, 530 - Pinheiros, São Paulo - SP, 05425-001","011988517678","contato@casagayaeventos.com.br","http://www.casagayaeventos.com.br/","","https://www.instagram.com/casagayaeventos","https://www.google.com.br/maps/place/Casa+Gaya+Eventos/data=!4m7!3m6!1s0x94ce571c9e3bbec9:0x500995e7eeae3e8d!8m2!3d-23.5665306!4d-46.700027!16s%2Fg%2F11pdy0ykxj!19sChIJyb47nhxXzpQRjT6u7ueVCVA?authuser=0&hl=pt-BR&rclk=1","generic_email"
"Espaço para eventos corporativos Jacyra Sanches","casa de eventos corporativos","Av. do Café, 429 - e 460 - Vila Guarani (Zona Sul), São Paulo - SP, 04311-001","011975846146","","","","","https://www.google.com.br/maps/place/Espa%C3%A7o+para+eventos+corporativos+Jacyra+Sanches/data=!4m7!3m6!1s0x94ce5afb0f6f8311:0x58aa20c81b4d1442!8m2!3d-23.633519!4d-46.638914!16s%2Fg%2F1vg6vw3k!19sChIJEYNvD_tazpQRQhRNG8ggqlg?authuser=0&hl=pt-BR&rclk=1","extracted"
"Casa Quintal","casa de eventos corporativos","Av. Angélica, 2278 - Consolação, São Paulo - SP, 01228-200","011945219483","","","","","https://www.google.com.br/maps/place/Casa+Quintal/data=!4m7!3m6!1s0x94ce582e026b8657:0x9a8009879cba331c!8m2!3d-23.5520477!4d-46.6611708!16s%2Fg%2F11btmq6v91!19sChIJV4ZrAi5YzpQRHDO6nIcJgJo?authuser=0&hl=pt-BR&rclk=1","extracted"
"Casa Pompeia","casa de eventos corporativos","Av. Pompéia, 681 - Pompeia, São Paulo - SP, 05023-000","011974311142","","http://www.casapompeia.com.br/","","","https://www.google.com.br/maps/place/Casa+Pompeia/data=!4m7!3m6!1s0x94ce57e162faf31f:0xdb47d59183bcc34d!8m2!3d-23.5306772!4d-46.685112!16s%2Fg%2F11fx7tsnrx!19sChIJH_P6YuFXzpQRTcO8g5HVR9s?authuser=0&hl=pt-BR&rclk=1","extracted"
"Branco Espaço Eventos Corporativos","casa de eventos corporativos","R. da Consolação, 2931 - Cerqueira César, São Paulo - SP, 01416-001","011942323316","COMERCIAL@BRANCOESPACO.COM.BR","http://brancoespaco.com.br/","","https://www.instagram.com/brancoespacosp","https://www.google.com.br/maps/place/Branco+Espa%C3%A7o+Eventos+Corporativos/data=!4m7!3m6!1s0x94ce59a463629d1b:0xe69e51ace91ab1cc!8m2!3d-23.5588156!4d-46.6660199!16s%2Fg%2F11hdhgn5zx!19sChIJG51iY6RZzpQRzLEa6axRnuY?authuser=0&hl=pt-BR&rclk=1","generic_email"
"Solar Real","casa de eventos corporativos","R. Aprazível, 39 - Santa Teresa, Rio de Janeiro - RJ, 20241-270","021988761226","Solar@solarreal.com.br","http://www.solarreal.com.br/","https://www.linkedin.com/company/solar-real-santateresa","https://www.instagram.com/solar_real","https://www.google.com.br/maps/place/Solar+Real/data=!4m7!3m6!1s0x997f9d83c46fd9:0x68f4b4b582386bad!8m2!3d-22.92266!4d-43.186536!16s%2Fg%2F1tg_mvrh!19sChIJ2W_Eg51_mQARrWs4grW09Gg?authuser=0&hl=pt-BR&rclk=1","new"
"Caravelas Eventos | Casa de Festas em Botafogo","casa de eventos corporativos","R. Visc. de Caravelas, 57 - Botafogo, Rio de Janeiro - RJ, 22271-021","021972444657","","http://caravelaseventos.com.br/","","https://www.instagram.com/caravelaseventos","https://www.google.com.br/maps/place/Caravelas+Eventos+%7C+Casa+de+Festas+em+Botafogo/data=!4m7!3m6!1s0x997fdfdf5d6c21:0x6d252a60757f783b!8m2!3d-22.9566745!4d-43.1940989!16s%2Fg%2F1tj1nr6l!19sChIJIWxd399_mQARO3h_dWAqJW0?authuser=0&hl=pt-BR&rclk=1","extracted"
"Espaço Costa Hall","casa de eventos corporativos","Praça Mal. Âncora, 15 - Centro, Rio de Janeiro - RJ, 20021-200","021988492704","espaco_costahall@caer.org.br","http://www.espacocostahall.com.br/","","https://www.instagram.com/espacocostahallrj","https://www.google.com.br/maps/place/Espa%C3%A7o+Costa+Hall/data=!4m7!3m6!1s0x998111156dd74b:0xf0d6ec84de08d23c!8m2!3d-22.9052267!4d-43.1687553!16s%2Fg%2F11fl7kgfvg!19sChIJS9dtFRGBmQARPNII3oTs1vA?authuser=0&hl=pt-BR&rclk=1","new"
"Hideaway Eventos","casa de eventos corporativos","R. das Laranjeiras, 308 - Laranjeiras, Rio de Janeiro - RJ, 22240-003","021981975000","contato@hideaway.com.br","http://www.hideaway.com.br/","","https://www.instagram.com/hideawayeventos","https://www.google.com.br/maps/place/Hideaway+Eventos/data=!4m7!3m6!1s0x997f94efeab25b:0x6b2e7a590bf52952!8m2!3d-22.9351267!4d-43.188819!16s%2Fg%2F1tf3_ll5!19sChIJW7Lq75R_mQARUin1C1l6Lms?authuser=0&hl=pt-BR&rclk=1","generic_email"
"Mansão Santa Teresa","casa de eventos corporativos","R. Dr. Júlio Otoni, 444 - Santa Teresa, Rio de Janeiro - RJ, 20241-400","021998605997","","https://bielomidia.com/mansao-santa-teresa/","","","https://www.google.com.br/maps/place/Mans%C3%A3o+Santa+Teresa/data=!4m7!3m6!1s0x997fbef4615c65:0x17d1e3e2955b811e!8m2!3d-22.934606!4d-43.1969368!16s%2Fg%2F1ptyd8w2c!19sChIJZVxh9L5_mQARHoFbleLj0Rc?authuser=0&hl=pt-BR&rclk=1","extracted"
"Space Produções & Formaturas","casa de eventos corporativos","Av. Pres. Vargas, 542 - sala 1401 - Centro, Rio de Janeiro - RJ, 20071-901","021975204507","","","","","https://www.google.com.br/maps/place/Space+Produ%C3%A7%C3%B5es+%26+Formaturas/data=!4m7!3m6!1s0x990977d3bedb8d:0x814dfba29f08b53d!8m2!3d-22.9014949!4d-43.1812773!16s%2Fg%2F11h566t84y!19sChIJjdu-03cJmQARPbUIn6L7TYE?authuser=0&hl=pt-BR&rclk=1","extracted"
"Palácio Único","casa de eventos corporativos","St. de Clubes Esportivos Sul Trecho 2 CJ 42 - Plano Piloto, Brasília - DF, 70297-400","06132620525","","https://uniquepalace.com.br/","","","https://www.google.com.br/maps/place/Pal%C3%A1cio+%C3%9Anico/data=!4m7!3m6!1s0x935a2359fc27bcb1:0x1a71b3cffda76bd1!8m2!3d-15.8163748!4d-47.8384652!16s%2Fg%2F12hl9x5q8!19sChIJsbwn_FkjWpMR0Wun_c-zcRo?authuser=0&hl=pt-BR&rclk=1","extracted"
"Dúnia City Hall","casa de eventos corporativos","Shis Qi 15 Lote J/K Lago Sul - Lago Sul, Brasília - DF, 72600-700","","comercial@duniacityhall.com.br","http://duniacityhall.com.br/","","https://www.instagram.com/duniacityhall","https://www.google.com.br/maps/place/D%C3%BAnia+City+Hall/data=!4m7!3m6!1s0x935a24f8ac9e2735:0xa2715c333a2b73a9!8m2!3d-15.8532112!4d-47.877336!16s%2Fg%2F11gzlct0z!19sChIJNSeerPgkWpMRqXMrOjNccaI?authuser=0&hl=pt-BR&rclk=1","generic_email"
"Minas Hall Espaço de Eventos","casa de eventos corporativos","SCEN Trecho 03 Espaço de Eventos, Conjunto 6 Minas Hall - Asa Norte, Brasília - DF, 70800-130","061994073457","comercial@minashall.com.br","http://www.minashall.com.br/","","https://www.instagram.com/minashallbsb","https://www.google.com.br/maps/place/Minas+Hall+Espa%C3%A7o+de+Eventos/data=!4m7!3m6!1s0x935a3bc6890c66f3:0x6b62c0dcdd11ca38!8m2!3d-15.7538554!4d-47.8695345!16s%2Fg%2F11cm3q3_xm!19sChIJ82YMicY7WpMROMoR3dzAYms?authuser=0&hl=pt-BR&rclk=1","generic_email"
"Porto Vittoria","casa de eventos corporativos","Setor de Clubes Esportivos Sul Trecho 2 Conjunto 19 - Asa Sul, Brasília - DF, 70200-002","06132265767","festas@portovittoria.com.br","http://www.portovittoria.com.br/","","","https://www.google.com.br/maps/place/Porto+Vittoria/data=!4m7!3m6!1s0x935a24b433d2ee6f:0xa2aeebf1c0265fe7!8m2!3d-15.818874!4d-47.8590517!16s%2Fg%2F1v62jr1t!19sChIJb-7SM7QkWpMR518mwPHrrqI?authuser=0&hl=pt-BR&rclk=1","new"
