empresa,nicho,cidade,telefone,email,site,linkedin,instagram,google_maps_url,status
"Climec Clinica Médica Carneirinhos","médico clínica","R. Ricardo Leite, 269 - Carneirinhos, João Monlevade - MG, 35930-017","03138516416","","","","","https://www.google.com.br/maps/place/Climec+Clinica+M%C3%A9dica+Carneirinhos/data=!4m7!3m6!1s0xa5a9d7ea896f59:0xf814009fe0295fa5!8m2!3d-19.8104062!4d-43.1754541!16s%2Fg%2F1tgd7s2r!19sChIJWW-J6teppQARpV8p4J8AFPg?authuser=0&hl=pt-BR&rclk=1","no_website"
"Doutor SP - Centro Médico","médico clínica","R. Arlindo Colaço, 162 - São Miguel Paulista, São Paulo - SP, 08010-010","01120325600","com@drsaopaulo.com.br","https://drsaopaulo.com.br/","","https://www.instagram.com/doutorsp","https://www.google.com.br/maps/place/Doutor+SP+-+Centro+M%C3%A9dico/data=!4m7!3m6!1s0x94ce61a5f2e73297:0x2611f03771fc92cb!8m2!3d-23.4925888!4d-46.4426423!16s%2Fg%2F11qm3nk33w!19sChIJlzLn8qVhzpQRy5L8cTfwESY?authuser=0&hl=pt-BR&rclk=1","has_website"
"Doutor SP - Centro Médico","médico clínica","R. Ken Sugaya, 35 - Itaquera, São Paulo - SP, 08210-100","01129444000","com@drsaopaulo.com.br","http://www.drsaopaulo.com.br/","","https://www.instagram.com/doutorsp","https://www.google.com.br/maps/place/Doutor+SP+-+Centro+M%C3%A9dico/data=!4m7!3m6!1s0x94ce67d7c5762461:0xb74fd61c1e8a2e55!8m2!3d-23.5374905!4d-46.4535372!16s%2Fg%2F11fn42lyj7!19sChIJYSR2xddnzpQRVS6KHhzWT7c?authuser=0&hl=pt-BR&rclk=1","has_website"
"Clínica São Paulo","médico clínica","Av. São Paulo, 154 - Jardim Armenia, Mogi das Cruzes - SP, 08780-570","01144208440","","https://www.clinicasaopaulo.com.br/","","https://www.instagram.com/clinicaspmogi","https://www.google.com.br/maps/place/Cl%C3%ADnica+S%C3%A3o+Paulo/data=!4m7!3m6!1s0x94cdd836bd8ff13f:0x9dd073f9e71df3d7!8m2!3d-23.5181464!4d-46.1765312!16s%2Fg%2F11bv2l3zlg!19sChIJP_GPvTbYzZQR1_Md5_lz0J0?authuser=0&hl=pt-BR&rclk=1","has_website"
"Clínica Dr. Saúde","médico clínica","R. Alberto Scharle, 278 - Novo Horizonte, João Monlevade - MG, 35930-074","03138517655","","https://drsaudejm.com.br/","","","https://www.google.com.br/maps/place/Cl%C3%ADnica+Dr.+Sa%C3%BAde/data=!4m7!3m6!1s0xa5a9b4114ff12b:0x6df62f5cfe5ff528!8m2!3d-19.8102832!4d-43.1808502!16s%2Fg%2F11j57zrgrp!19sChIJK_FPEbSppQARKPVf_lwv9m0?authuser=0&hl=pt-BR&rclk=1","broken_website"
"MEDVIDA","médico clínica","Av. Dona Nenela, 393 - Júlia Kubitschek, João Monlevade - MG, 35930-672","03138524149","","","","","https://www.google.com.br/maps/place/MEDVIDA/data=!4m7!3m6!1s0xa5a9ce1d9937f1:0x920c51e91f1b87fc!8m2!3d-19.805286!4d-43.1844468!16s%2Fg%2F11tg42lgn7!19sChIJ8TeZHc6ppQAR_IcbH-lRDJI?authuser=0&hl=pt-BR&rclk=1","no_website"
"Clinicar","médico clínica","R. Andrade, 105 - José Elói, João Monlevade - MG, 35930-196","03138516493","","","","","https://www.google.com.br/maps/place/Clinicar/data=!4m7!3m6!1s0xa5077dc5130175:0x4385280384cfa4be!8m2!3d-19.8082673!4d-43.1728456!16s%2Fg%2F1tgyxyrp!19sChIJdQETxX0HpQARvqTPhAMohUM?authuser=0&hl=pt-BR&rclk=1","no_website"
"Clínica Pra Gente","médico clínica","R. Dr. Albuquerque Lins, 597 - Santa Cecilia, São Paulo - SP, 01230-001","01151973115","","https://pragenteclinica.com.br/","https://www.linkedin.com/company/clinicapragente","https://www.instagram.com/pragenteclinica","https://www.google.com.br/maps/place/Cl%C3%ADnica+Pra+Gente/data=!4m7!3m6!1s0x94ce59194126567b:0x64bc1814c8377f2f!8m2!3d-23.535423!4d-46.6562609!16s%2Fg%2F11rtqwvgc7!19sChIJe1YmQRlZzpQRL383yBQYvGQ?authuser=0&hl=pt-BR&rclk=1","has_website"
"Clínica Para Família - Clínica Popular em Campinas (SP)","médico clínica","Av. Francisco Glicério, 670 - Centro, Campinas - SP, 13012-100","01932341281","logo_clinica-para-familia_icone@1.25x.svg","https://clinicaparafamilia.com.br/","","https://www.instagram.com/clinicaparafamilia","https://www.google.com.br/maps/place/Cl%C3%ADnica+Para+Fam%C3%ADlia+-+Cl%C3%ADnica+Popular+em+Campinas+%28SP%29/data=!4m7!3m6!1s0x94c8c8b532cd351d:0x8d089bead468621d!8m2!3d-22.9083485!4d-47.0576843!16s%2Fg%2F11clsmx8vs!19sChIJHTXNMrXIyJQRHWJo1OqbCI0?authuser=0&hl=pt-BR&rclk=1","has_website"
"Centro Médico de Saúde Acessível | Consultare | Unidade Campinas Shopping","médico clínica","R. Jacy Teixeira de Camargo - Jardim do Lago, Campinas - SP, 13050-913","01935001700","contato@consultare.com.br","http://www.consultare.com.br/","","https://www.instagram.com/clinicaconsultare","https://www.google.com.br/maps/place/Centro+M%C3%A9dico+de+Sa%C3%BAde+Acess%C3%ADvel+%7C+Consultare+%7C+Unidade+Campinas+Shopping/data=!4m7!3m6!1s0x94c8c8df97728a77:0xdc72c321f2fe1139!8m2!3d-22.9321192!4d-47.0767784!16s%2Fg%2F11c1_vp7w3!19sChIJd4pyl9_IyJQRORH-8iHDctw?authuser=0&hl=pt-BR&rclk=1","has_website"
"Clínica Vida Campinas","médico clínica","Av. Dr. Arlindo Joaquim de Lemos, 1333 - Vila Lemos, Campinas - SP, 13100-450","01933058031","contato@clinicavidacampinas.com.br","http://clinicavidacampinas.com.br/","","","https://www.google.com.br/maps/place/Cl%C3%ADnica+Vida+Campinas/data=!4m7!3m6!1s0x94c8cf3b561ad50f:0xbae83161bcb00fba!8m2!3d-22.9133112!4d-47.0438589!16s%2Fg%2F1s04h13ct!19sChIJD9UaVjvPyJQRug-wvGEx6Lo?authuser=0&hl=pt-BR&rclk=1","has_website"
"ClÍnica SALUS - Centro Médico em Campinas","médico clínica","R. José Rosolém, 145 - Jardim Londres, Campinas - SP, 13060-222","01937295900","administracao@clinicasalus.med.br","https://clinicasalus.med.br/","","https://www.instagram.com/clinicasaluscps","https://www.google.com.br/maps/place/Cl%C3%8Dnica+SALUS+-+Centro+M%C3%A9dico+em+Campinas/data=!4m7!3m6!1s0x94c8c97dcab49fd3:0xcbce236e2f766096!8m2!3d-22.9193968!4d-47.1114341!16s%2Fg%2F11pxjz06zz!19sChIJ05-0yn3JyJQRlmB2L24jzss?authuser=0&hl=pt-BR&rclk=1","has_website"
"Clínica da Cidade Campinas - Barão de Itapura","médico clínica","Av. Barão de Itapura, 599 - Jardim Novo Botafogo, Campinas - SP, 13020-430","01937667200","","https://clinicadacidade.com.br/centro-medico/campinas-barao-de-itapura/","","","https://www.google.com.br/maps/place/Cl%C3%ADnica+da+Cidade+Campinas+-+Bar%C3%A3o+de+Itapura/data=!4m7!3m6!1s0x94c8c8a60af92b27:0xe42478cd82327f01!8m2!3d-22.8979584!4d-47.0691349!16s%2Fg%2F11cs5tsv64!19sChIJJyv5CqbIyJQRAX8ygs14JOQ?authuser=0&hl=pt-BR&rclk=1","broken_website"
"Docctor Med Campinas Centro","médico clínica","R. Gen. Osório, 1275 - Centro, Campinas - SP, 13010-111","01930901624","gerencia.dmcampinascentro@gmail.com","https://docctormedcampinas.com.br/","","","https://www.google.com.br/maps/place/Docctor+Med+Campinas+Centro/data=!4m7!3m6!1s0x94c8cf2d74e1cd2f:0xf73320d1bd96ae51!8m2!3d-22.9029016!4d-47.0577793!16s%2Fg%2F11tn5jhl0f!19sChIJL83hdC3PyJQRUa6WvdEgM_c?authuser=0&hl=pt-BR&rclk=1","has_website"
"Principal Saúde","médico clínica","Av. Anchieta, 948 - Centro, Campinas - SP, 13015-101","01930459140","","http://www.principalsaude.com.br/","","https://www.instagram.com/principalsaudecampinas","https://www.google.com.br/maps/place/Principal+Sa%C3%BAde/data=!4m7!3m6!1s0x94c8c8ac91d7df0b:0x9a9e33b6c1d4aa67!8m2!3d-22.8953676!4d-47.0603432!16s%2Fg%2F11c6y_mj92!19sChIJC9_XkazIyJQRZ6rUwbYznpo?authuser=0&hl=pt-BR&rclk=1","has_website"
"Clinica Saúde Campinas","médico clínica","R. Bernardino de Campos, 927 - Centro, Campinas - SP, 13010-151","011993007610","","https://clinicasaudecampinas.com.br/","","https://www.instagram.com/clinicasaudecampinas","https://www.google.com.br/maps/place/Clinica+Sa%C3%BAde+Campinas/data=!4m7!3m6!1s0x94c8c906191f9023:0x5460426a902894c9!8m2!3d-22.9037386!4d-47.061262!16s%2Fg%2F11qg4xh555!19sChIJI5AfGQbJyJQRyZQokGpCYFQ?authuser=0&hl=pt-BR&rclk=1","has_website"
"Clínica Médica São Paulo - Belo Horizonte","médico clínica","R. Padre José Alves, 198 - São Paulo, Belo Horizonte - MG, 31910-060","03134322432","","http://www.clinicamedicasaopaulo.org/","","","https://www.google.com.br/maps/place/Cl%C3%ADnica+M%C3%A9dica+S%C3%A3o+Paulo+-+Belo+Horizonte/data=!4m7!3m6!1s0xa69a929ff52445:0x5adddea920a87e63!8m2!3d-19.8675677!4d-43.9257749!16s%2Fg%2F1tkmnsvd!19sChIJRST1n5KapgARY36oIKne3Vo?authuser=0&hl=pt-BR&rclk=1","has_website"
"Clínica Atend Med BH, Medicina Acessível","médico clínica","Av. Amazonas, 3060 - Centro, Belo Horizonte - MG, 30411-186","031984290220","","https://atendmedbh.com.br/","","https://www.instagram.com/maissaudeconvenio","https://www.google.com.br/maps/place/Cl%C3%ADnica+Atend+Med+BH,+Medicina+Acess%C3%ADvel/data=!4m7!3m6!1s0xa697507932b649:0x41a584d4ee97d5a6!8m2!3d-19.9298678!4d-43.9609244!16s%2Fg%2F11t5rlwx26!19sChIJSbYyeVCXpgARptWX7tSEpUE?authuser=0&hl=pt-BR&rclk=1","has_website"
"Évora Clínica Médica","médico clínica","Av. do Contorno, 7485 - Lourdes, Belo Horizonte - MG, 30110-047","03125141727","contato@clinicaevora.com.br","http://www.clinicaevora.com.br/","","","https://www.google.com.br/maps/place/%C3%89vora+Cl%C3%ADnica+M%C3%A9dica/data=!4m7!3m6!1s0xa699fb51f5bea5:0x32b8189cd6632e4d!8m2!3d-19.9360751!4d-43.9458243!16s%2Fg%2F1ptwzlsc0!19sChIJpb71UfuZpgARTS5j1pwYuDI?authuser=0&hl=pt-BR&rclk=1","has_website"
"Clínica Médica Sagrada Família","médico clínica","R. Conselheiro Lafaiete, 835 - Sagrada Família, Belo Horizonte - MG, 31030-010","03125731212","","https://clinicamedsagradafamilia.com.br/","","","https://www.google.com.br/maps/place/Cl%C3%ADnica+M%C3%A9dica+Sagrada+Fam%C3%ADlia/data=!4m7!3m6!1s0xa69a3d5b9e0827:0xbeb1e36d1cb974eb!8m2!3d-19.9048568!4d-43.9242227!16s%2Fg%2F11b7cgw_1_!19sChIJJwieWz2apgAR63S5HG3jsb4?authuser=0&hl=pt-BR&rclk=1","has_website"
"Uniclínica BH - Clínica de Especialidades Médicas, Laboratório e Ultrassons","médico clínica","R. das Gabirobas, 84 - Venda Nova, Belo Horizonte - MG, 31744-012","03136564448","administracao@uniclinicabh.com.br","http://www.uniclinicabh.com.br/","","https://www.instagram.com/uniclinicabh","https://www.google.com.br/maps/place/Unicl%C3%ADnica+BH+-+Cl%C3%ADnica+de+Especialidades+M%C3%A9dicas,+Laborat%C3%B3rio+e+Ultrassons/data=!4m7!3m6!1s0xa68ff15b26148b:0xb8ff5fbcabee3443!8m2!3d-19.818655!4d-43.9492927!16s%2Fg%2F11cnpv4sjf!19sChIJixQmW_GPpgARQzTuq7xf_7g?authuser=0&hl=pt-BR&rclk=1","has_website"
"Clínica da Cidade Venda Nova","médico clínica","R. Santa Cruz, 51 - Venda Nova, Belo Horizonte - MG, 31510-070","03123915858","contato@cdcvendanova.com.br","https://cdcvendanova.com.br/","","https://www.instagram.com/clinicadacidadebhvendanova","https://www.google.com.br/maps/place/Cl%C3%ADnica+da+Cidade+Venda+Nova/data=!4m7!3m6!1s0xa68f045a7c1199:0x3076a3010e0e7ca9!8m2!3d-19.814716!4d-43.9606853!16s%2Fg%2F11q3s3kqz_!19sChIJmRF8WgSPpgARqXwODgGjdjA?authuser=0&hl=pt-BR&rclk=1","has_website"
"Clinica do Bem - Consultas, Vacinas, Exames Laboratoriais e de Imagem.","médico clínica","Rua dos Carijós, 173 - Centro, Belo Horizonte - MG, 30120-060","03135043014","","http://www.clinicadobem.com.br/","","https://www.instagram.com/clinicadobemoficial","https://www.google.com.br/maps/place/Clinica+do+Bem+-+Consultas,+Vacinas,+Exames+Laboratoriais+e+de+Imagem./data=!4m7!3m6!1s0xa699fb2396c331:0x3dd13872c39d64ca!8m2!3d-19.9197203!4d-43.9369378!16s%2Fg%2F11c1tly300!19sChIJMcOWI_uZpgARymSdw3I40T0?authuser=0&hl=pt-BR&rclk=1","has_website"
"Dra. Ana Lucia Mateus Duro, Médico clínico geral","médico clínica","Av. Afonso Pena, 262 - 10 andar, sala 1002 - Centro, Belo Horizonte - MG, 30130-923","031984848467","suporte@doctoralia.com.br","https://www.doctoralia.com.br/ana-lucia-mateus-duro/medico-clinico-geral/belo-horizonte?utm_source=google&utm_medium=gmb&utm_campaign=413645&utm_content=website","https://www.linkedin.com/company/doctoralia-brasil","https://www.instagram.com/doctoralia_br","https://www.google.com.br/maps/place/Dra.+Ana+Lucia+Mateus+Duro,+M%C3%A9dico+cl%C3%ADnico+geral/data=!4m7!3m6!1s0xa699c4dd943177:0x64bcda7b04d7db47!8m2!3d-19.9162015!4d-43.9408445!16s%2Fg%2F11hdx_lbdc!19sChIJdzGU3cSZpgARR9vXBHvavGQ?authuser=0&hl=pt-BR&rclk=1","has_website"
"Dr. Angelo Bannack, Médico de Família","médico clínica","Rua Bruno Filgueira, 2495 - Bigorrilho, Curitiba - PR, 80710-530","04133390370","","https://angelo.med.br/","https://www.linkedin.com/in/drangelobannack/","https://www.instagram.com/DrAngeloBannack","https://www.google.com.br/maps/place/Dr.+Angelo+Bannack,+M%C3%A9dico+de+Fam%C3%ADlia/data=!4m7!3m6!1s0x94dce34026745c7f:0xbe40fd4205ff84ef!8m2!3d-25.4285478!4d-49.2985218!16s%2Fg%2F11s7tpxgw0!19sChIJf1x0JkDj3JQR74T_BUL9QL4?authuser=0&hl=pt-BR&rclk=1","has_website"
"Clínica Médica Uni Rim","médico clínica","R. Andrade, 105 - José Elói, João Monlevade - MG, 35930-196","03138512747","","","","","https://www.google.com.br/maps/place/Cl%C3%ADnica+M%C3%A9dica+Uni+Rim/data=!4m7!3m6!1s0xa5077dc5130175:0xaf350c744d048ded!8m2!3d-19.8082673!4d-43.1728456!16s%2Fg%2F1tf_v2j3!19sChIJdQETxX0HpQAR7Y0ETXQMNa8?authuser=0&hl=pt-BR&rclk=1","no_website"
"Clínica Médica São Bento","médico clínica","R. XV de Novembro, 591 - 7 andar - Centro, Curitiba - PR, 80020-310","041988426397","atendimento@clinicamedicasaobento.com.br","http://www.clinicamedicasaobento.com.br/","","https://www.instagram.com/clinicamedica.saobento","https://www.google.com.br/maps/place/Cl%C3%ADnica+M%C3%A9dica+S%C3%A3o+Bento/data=!4m7!3m6!1s0x94dce46b52e568c7:0xc45a5477e45b07ce!8m2!3d-25.4296551!4d-49.2683394!16s%2Fg%2F11g_7szp9!19sChIJx2jlUmvk3JQRzgdb5HdUWsQ?authuser=0&hl=pt-BR&rclk=1","has_website"
"Clínica Dr. Saúde","médico clínica","R. Alberto Scharle, 278 - Novo Horizonte, João Monlevade - MG, 35930-074","03138517655","","https://drsaudejm.com.br/","","","https://www.google.com.br/maps/place/Cl%C3%ADnica+Dr.+Sa%C3%BAde/data=!4m7!3m6!1s0xa5a9b4114ff12b:0x6df62f5cfe5ff528!8m2!3d-19.8102832!4d-43.1808502!16s%2Fg%2F11j57zrgrp!19sChIJK_FPEbSppQARKPVf_lwv9m0?authuser=0&hl=pt-BR&rclk=1","broken_website"
"Clínica Médica CIC","médico clínica","R. Pedro Gusso, 3308 - Cidade Industrial de Curitiba, Curitiba - PR, 81315-550","04133472362","","http://clinicamedicacic.com/","","","https://www.google.com.br/maps/place/Cl%C3%ADnica+M%C3%A9dica+CIC/data=!4m7!3m6!1s0x94dcfcd51c666f9d:0x697af8bb994eca12!8m2!3d-25.5080906!4d-49.3225308!16s%2Fg%2F1tddtbnh!19sChIJnW9mHNX83JQREspOmbv4emk?authuser=0&hl=pt-BR&rclk=1","broken_website"
"InCórpore Centro Médico","médico clínica","R. Goiás, 70 - Água Verde, Curitiba - PR, 80620-060","04131236550","incorpore@incorporecentromedico.com.br","http://www.incorporecentromedico.com.br/","","https://www.instagram.com/incorporecentromedico","https://www.google.com.br/maps/place/InC%C3%B3rpore+Centro+M%C3%A9dico/data=!4m7!3m6!1s0x94dce3f109de423d:0x1d990a8cbc1d6952!8m2!3d-25.4646652!4d-49.2905794!16s%2Fg%2F1ptwj7rcb!19sChIJPULeCfHj3JQRUmkdvIwKmR0?authuser=0&hl=pt-BR&rclk=1","has_website"
"MED CURITIBA - Medicina e Segurança do Trabalho em Curitiba","médico clínica","R. Mariano Torres, 47 - Centro, Curitiba - PR, 80060-120","04130865050","","https://www.medcuritiba.com.br/","","","https://www.google.com.br/maps/place/MED+CURITIBA+-+Medicina+e+Seguran%C3%A7a+do+Trabalho+em+Curitiba/data=!4m7!3m6!1s0x94dce46addeb24f9:0xf868dcfd61b3c662!8m2!3d-25.4268866!4d-49.263949!16s%2Fg%2F12hpvnx71!19sChIJ-STr3Wrk3JQRYsazYf3caPg?authuser=0&hl=pt-BR&rclk=1","has_website"
"Centro Médico Boqueirão","médico clínica","R. Napoleão Laureano, 800 - Boqueirão, Curitiba - PR, 81650-210","04132769203","contato@centromedicoboqueirao.com.br","https://centromedicoboqueirao.com.br/","","https://www.instagram.com/cmboqueirao","https://www.google.com.br/maps/place/Centro+M%C3%A9dico+Boqueir%C3%A3o/data=!4m7!3m6!1s0x94dcfbd25678292d:0xa5ee14bec0317d28!8m2!3d-25.5003116!4d-49.2360407!16s%2Fg%2F11hzffg2nt!19sChIJLSl4VtL73JQRKH0xwL4U7qU?authuser=0&hl=pt-BR&rclk=1","has_website"
"Clínica Juliana Fonte Dermatologista Porto Alegre","médico clínica","R. Mariante, 180 - sala 304 - Moinhos de Vento, Porto Alegre - RS, 90430-180","05134142770","","https://www.julianafonte.com.br/","","https://www.instagram.com/drajulianafonte","https://www.google.com.br/maps/place/Cl%C3%ADnica+Juliana+Fonte+Dermatologista+Porto+Alegre/data=!4m7!3m6!1s0x951979b70429cc8f:0x3a04310bc7e5dda0!8m2!3d-30.029207!4d-51.204098!16s%2Fg%2F12hp6_mk8!19sChIJj8wpBLd5GZURoN3lxwsxBDo?authuser=0&hl=pt-BR&rclk=1","has_website"
"Clínica Salute 24h Assis Brasil","médico clínica","Av. Assis Brasil, 2154 - Passo d'Areia, Porto Alegre - RS, 91010-006","05130141111","salute@clinicasalute.com.br","http://www.clinicasalute.com.br/","https://www.linkedin.com/company/cl-nica-salute","https://www.instagram.com/redesalute","https://www.google.com.br/maps/place/Cl%C3%ADnica+Salute+24h+Assis+Brasil/data=!4m7!3m6!1s0x95197771ac1bd4a7:0xbc01b7df8912a905!8m2!3d-30.0114816!4d-51.16602!16s%2Fg%2F11d_72_nzw!19sChIJp9QbrHF3GZURBakSid-3Abw?authuser=0&hl=pt-BR&rclk=1","has_website"
"InstaMed - Clínica Médica Popular em Porto Alegre","médico clínica","Prç. Pereira Parobé, 130 - 3º Andar - Centro Histórico, Porto Alegre - RS, 90020-061","05131198585","","https://www.instamedsaude.com.br/","","","https://www.google.com.br/maps/place/InstaMed+-+Cl%C3%ADnica+M%C3%A9dica+Popular+em+Porto+Alegre/data=!4m7!3m6!1s0x951979cbb53aa589:0xe93e1651b22dc77!8m2!3d-30.027435!4d-51.2266202!16s%2Fg%2F11gjww3thh!19sChIJiaU6tct5GZURd9wiG2Xhkw4?authuser=0&hl=pt-BR&rclk=1","has_website"
"Central de Consultas - Clínica Acessível","médico clínica","Av. Assis Brasil, 3044 - Cristo Redentor, Porto Alegre - RS, 91010-003","05132271515","","http://centraldeconsultas.med.br/","","","https://www.google.com.br/maps/place/Central+de+Consultas+-+Cl%C3%ADnica+Acess%C3%ADvel/data=!4m7!3m6!1s0x9519777ab414d611:0xfed5f9f5473539c!8m2!3d-30.0100921!4d-51.156756!16s%2Fg%2F11bzv1xfmh!19sChIJEdYUtHp3GZURnFNzVJ9f7Q8?authuser=0&hl=pt-BR&rclk=1","has_website"
"Poaclin (Porto Alegre Clínicas)","médico clínica","Av. Farrapos, 615 - Floresta, Porto Alegre - RS, 90220-004","05132873600","","http://poaclin.com.br/","","","https://www.google.com.br/maps/place/Poaclin+%28Porto+Alegre+Cl%C3%ADnicas%29/data=!4m7!3m6!1s0x951979a5ae3c93ed:0xb49ae5f67fb2e3f7!8m2!3d-30.0244736!4d-51.2142644!16s%2Fg%2F1vb9f6_4!19sChIJ7ZM8rqV5GZUR9-Oyf_blmrQ?authuser=0&hl=pt-BR&rclk=1","broken_website"
"Clínica Salute Cavalhada","médico clínica","Av. Otto Niemeyer, 2685 - Camaquã, Porto Alegre - RS, 91910-001","05130141111","salute@clinicasalute.com.br","http://www.clinicasalute.com.br/","https://www.linkedin.com/company/cl-nica-salute","https://www.instagram.com/redesalute","https://www.google.com.br/maps/place/Cl%C3%ADnica+Salute+Cavalhada/data=!4m7!3m6!1s0x9519823e4ab32e33:0xc1ea629b90c3ac92!8m2!3d-30.1027371!4d-51.2324972!16s%2Fg%2F1tj92qgj!19sChIJMy6zSj6CGZURkqzDkJti6sE?authuser=0&hl=pt-BR&rclk=1","has_website"
"Clinicentro","médico clínica","Av. Borges de Medeiros, 410 - 5º andar - Centro Histórico, Porto Alegre - RS, 91920-682","05130861900","","http://www.clinicentro.com.br/","","https://www.instagram.com/clinicentropoa","https://www.google.com.br/maps/place/Clinicentro/data=!4m7!3m6!1s0x9519790f67f57b21:0x6a636c88ec6f1270!8m2!3d-30.0300834!4d-51.2275687!16s%2Fg%2F1ptys69gc!19sChIJIXv1Zw95GZURcBJv7IhsY2o?authuser=0&hl=pt-BR&rclk=1","has_website"
"Centro Médico Adventista de Porto Alegre","médico clínica","R. Matias José Bins, 581 - Três Figueiras, Porto Alegre - RS, 91330-290","05133821200","portoalegre@clinicaadventista.org.br","https://portoalegre.clinicaadventista.org.br/","","","https://www.google.com.br/maps/place/Centro+M%C3%A9dico+Adventista+de+Porto+Alegre/data=!4m7!3m6!1s0x9519778d543ab8bd:0xd595ae29e0b0a391!8m2!3d-30.0397777!4d-51.1696331!16s%2Fg%2F1tcx856q!19sChIJvbg6VI13GZURkaOw4CmuldU?authuser=0&hl=pt-BR&rclk=1","has_website"
"Clínica Rio de Janeiro - Duque de Caxias","médico clínica","R. Mariano Sendra dos Santos, 25 - Centro, Duque de Caxias - RJ, 25010-080","02121950250","exemplo@meusite.com","https://www.clinicariodejaneiro.com.br/","https://www.linkedin.com/company/cl%C3%ADnica-m%C3%A9dica-rio-de-janeiro","https://www.instagram.com/clinicarj_oficial","https://www.google.com.br/maps/place/Cl%C3%ADnica+Rio+de+Janeiro+-+Duque+de+Caxias/data=!4m7!3m6!1s0x997abfa696306f:0x2c6f33afa6006f7b!8m2!3d-22.7901585!4d-43.3105615!16s%2Fg%2F11cr_7dl61!19sChIJbzCWpr96mQARe28Apq8zbyw?authuser=0&hl=pt-BR&rclk=1","has_website"
"Clínica Copacabana","médico clínica","Avenida Nossa Senhora de Copacabana, 664 Portaria 3 Salas 205, 206 e 707 - Copacabana, Rio de Janeiro - RJ, 22050-001","02122563603","","https://www.clinicacopacabana.com.br/","","","https://www.google.com.br/maps/place/Cl%C3%ADnica+Copacabana/data=!4m7!3m6!1s0x9bd5453372b643:0x86b26f6763102b9f!8m2!3d-22.9704542!4d-43.1866101!16s%2Fg%2F1ttdzp0d!19sChIJQ7ZyM0XVmwARnysQY2dvsoY?authuser=0&hl=pt-BR&rclk=1","has_website"
"Clínica Médicos - Centro Rio","médico clínica","Av. Rio Branco, 173 - A - Centro, Rio de Janeiro - RJ, 20040-007","021972416496","info@new.com","http://www.clinicamedicos.com.br/","https://www.linkedin.com/company/clinicamedicos","https://www.instagram.com/clinicamedicos.centrorio","https://www.google.com.br/maps/place/Cl%C3%ADnica+M%C3%A9dicos+-+Centro+Rio/data=!4m7!3m6!1s0x997f607f3463e7:0x8a966a561870ee7d!8m2!3d-22.9066934!4d-43.1768455!16s%2Fg%2F1tsbnbjz!19sChIJ52M0f2B_mQARfe5wGFZqloo?authuser=0&hl=pt-BR&rclk=1","has_website"
"Clínica Rio","médico clínica","R. Torquarto Cabral, 89 - Irajá, Rio de Janeiro - RJ, 21230-170","02124714810","ouvidoria@clinicario.com.br","http://www.clinicarioiraja.com.br/","","","https://www.google.com.br/maps/place/Cl%C3%ADnica+Rio/data=!4m7!3m6!1s0x9964ad45a37aed:0x4fc3da958b01b60d!8m2!3d-22.8271884!4d-43.3300919!16s%2Fg%2F1tpllyyy!19sChIJ7XqjRa1kmQARDbYBi5Xaw08?authuser=0&hl=pt-BR&rclk=1","has_website"
"Clínica Rio de Janeiro - Nilópolis","médico clínica","Estr. Antônio José Bitencourt, 155 - Centro, Nilópolis - RJ, 26535-001","02121950250","exemplo@meusite.com","https://www.clinicariodejaneiro.com.br/","https://www.linkedin.com/company/cl%C3%ADnica-m%C3%A9dica-rio-de-janeiro","https://www.instagram.com/clinicarj_oficial","https://www.google.com.br/maps/place/Cl%C3%ADnica+Rio+de+Janeiro+-+Nil%C3%B3polis/data=!4m7!3m6!1s0x9966ad3d5ca895:0x3d95dce58a5d2540!8m2!3d-22.8061095!4d-43.4144317!16s%2Fg%2F1ptw2lfz7!19sChIJlahcPa1mmQARQCVdiuXclT0?authuser=0&hl=pt-BR&rclk=1","has_website"
"Clínica Médica Popular RJ","médico clínica","Condomínio do Edifício Broadway - R. Hilário de Gouveia, 66 - Sala 203 - Copacabana, Rio de Janeiro - RJ, 22040-900","02125478880","","https://www.clinicacopa.com.br/","","","https://www.google.com.br/maps/place/Cl%C3%ADnica+M%C3%A9dica+Popular+RJ/data=!4m7!3m6!1s0x9bd55085e8cb61:0xc331d56a1a37b6!8m2!3d-22.9683643!4d-43.1836948!16s%2Fg%2F1pp2x6jj5!19sChIJYcvohVDVmwARtjcaatUxwwA?authuser=0&hl=pt-BR&rclk=1","has_website"
"Centro Médico Rio Barra: Consultas, Centro Médico, Multiclínica, Clínica Médica, Rio de Janeiro RJ","médico clínica","R. Augusto Camossa Saldanha, 55 - Barra da Tijuca, Rio de Janeiro - RJ, 22793-310","02130033230","ouvidoria@rededor.com.br","https://www.rededorsaoluiz.com.br/","","","https://www.google.com.br/maps/place/Centro+M%C3%A9dico+Rio+Barra:+Consultas,+Centro+M%C3%A9dico,+Multicl%C3%ADnica,+Cl%C3%ADnica+M%C3%A9dica,+Rio+de+Janeiro+RJ/data=!4m7!3m6!1s0x9bdc7ed205da49:0x3810c28e5f66879c!8m2!3d-22.9948629!4d-43.4099453!16s%2Fg%2F11c2pv7t2g!19sChIJSdoF0n7cmwARnIdmX47CEDg?authuser=0&hl=pt-BR&rclk=1","has_website"
